output,input,translated
"조직병리학적 평가 결과, 종양의 구조는 세포의 주변 울타리 모양 배열과 함께 중심소엽 구조물로 특징지어졌으며, 이는 병변 내의 특정 성장 패턴과 세포 조직을 나타냅니다.","The histopathological assessment revealed that the tumor's architecture was characterized by a lobular core structure with peripheral palisading of cells, indicating a specific pattern of growth and cellular organization within the lesion.","역학 조직의 평가에서 종양의 구조는 세포 주변에 경계가 있는 결절 핵 구조로 특징지어졌으며, 이는 병변 내 성장과 세포 정렬의 구체적인 패턴을 나타낸다."
"생검 표본은 보존된 소엽중심구조물을 보여주었는데, 이는 일반적으로 이러한 구조를 파괴하는 다른 침윤 과정과 병변을 구별하는 데 결정적이었으며, 병리학자를 보다 구체적인 진단으로 이끌었습니다.","The biopsy specimen exhibited a preserved lobular core structure, which was crucial in differentiating the lesion from other infiltrative processes that typically disrupt this architecture, guiding the pathologist towards a more specific diagnosis.",임상 조직 검사 표본은 일반적으로 이러한 구조를 파괴하는 다른 침윤 과정과 차별화하기 위해 중요한 것으로 보존된 결절 핵 구조를 나타냈으며 이는 병리학자에게 더 구체적인 진단을 향한 지침이 되었다.
"컴퓨터 단층촬영 스캔 결과, 우측 폐에서 미묘한 간유리 음영이 발견되었으며, 이는 폐의 공고화 또는 심각한 구조적 왜곡의 증거 없이 단일 소엽을 주로 침범하여 초기 단계의 간질성 폐질환을 시사했습니다.","The computed tomography scan revealed a subtle ground-glass opacity in the right lung, predominantly involving a single lobule with no evidence of consolidation or significant architectural distortion, suggesting an early stage of interstitial lung disease.","컴퓨터 단층 촬영 검사에서 우측 폐에 미세한 지상 유리 연막이 관찰되었으며, 이는 결합 또는 구조적 변형의 증거 없이 단일 로불을 주로 포함하는 것으로 나타나 간질성 폐 질환 초기 단계를 시사한다."
"흉부 CT 스캔 결과, 폐실질에 영향을 미치는 광범위한 침윤성 양상이 확인되었으며, 이는 국소적인 경화보다는 간질성 폐질환의 가능성을 시사합니다.","The chest CT scan revealed a diffuse infiltrative pattern affecting the lung parenchyma, suggesting the possibility of interstitial lung disease rather than a localized consolidation.",흉부 CT 스캔에서 폐 실질에 영향을 미치는 확산성 침윤 패턴이 나타나며 국소적 축합보다는 간질성 폐 질환의 가능성을 시사하였다.
"환자는 지속적인 피로, 설명되지 않는 체중 감소, 그리고 목 부위에서 눈에 띄는 림프절비대를 보였으며, 이는 가능한 기저 혈액학적 악성 종양 또는 감염 과정에 대한 철저한 조사를 촉발했습니다.","The patient presented with persistent fatigue, unexplained weight loss, and a noticeable lymph node enlargement in the cervical region, prompting a thorough investigation into possible underlying hematological malignancies or infectious processes.",환자는 지속적인 피로감과 무의미한 체중 감소 및 경부 부위에서 눈에 띄는 림프절 확장으로 인해 가능한 기저 혈액종양 또는 전염성 과정에 대한 철저한 조사를 촉구했다.
"환자는 지속적인 경부 림프절병증을 보였으며, 영상 검사 및 생검을 통한 추가 조사 결과 악성 과정보다는 반응성으로 확인되었으나 지속적인 모니터링은 여전히 필요합니다.","The patient presented with persistent cervical lymphadenopathy, which, upon further investigation through imaging and biopsy, was determined to be reactive rather than indicative of a malignant process, although continued monitoring is still necessary.",환자는 지속적인 경부 림프절 병증을 보였고 영상 및 생검을 통한 추가 조사가 진행된 후 악성 과정의 징후가 아닌 반응적이라고 판명되었지만 계속되는 모니터링이 여전히 필요하다.
"재발성 기흉 병력이 있는 중년 여성 환자는 고해상도 컴퓨터 단층 촬영에서 폐에 다수의 얇은 벽 낭종과 간유리 음영이 발견된 후 최종적으로 림프관평활근종증으로 진단되었으며, 이러한 소견은 폐 생검 샘플에서 평활근 액틴에 대한 양성 면역조직화학적 염색으로 더욱 뒷받침되었습니다.","The patient, a middle-aged female with a history of recurrent pneumothoraces, was ultimately diagnosed with lymphangioleiomyomatosis after high-resolution computed tomography revealed multiple thin-walled cysts and ground-glass opacities in the lungs, findings further supported by a positive immunohistochemical stain for smooth muscle actin in lung biopsy samples.","중년 여성 환자가 재발성 흉막팽창의 병력이 있으며 고해상도 컴퓨터 단층 촬영에서 다수의 얇은 벽에 둘러싸인 낭종과 폐의 지반 유리 투명도가 발견되었고, 이는 폐 생검 샘플에서의 원근육 액틴에 대한 양성 면역 화학 염색을 통해 더욱 뒷받침되었다는 진단으로 결국 림프관 육아종증이 확진되었다."
"흉부 CT 스캔 결과, 엽간 중격과 기관지혈관 주위 간질의 결절성 비후를 특징으로 하는 림프관성암종증과 일치하는 패턴이 확인되었으며, 이는 폐의 림프관을 통한 광범위한 종양 전파를 시사합니다.","The chest CT scan revealed a pattern consistent with lymphangitic carcinomatosis, characterized by nodular thickening of the interlobular septa and peribronchovascular interstitium, suggesting widespread tumor dissemination through the lymphatic vessels of the lung.","흉부 CT 스캔에서 림프관성 암종증과 일치하는 패턴이 나타났으며, 간질 세포와 기도 혈관간 조직의 결절형 두꺼워짐을 특징으로 하는 것으로 보아 폐의 림파혈관에 광범위한 종양 전이가 의심된다."
"환자는 겨드랑이 부위에서 촉진 가능한 무통성 종괴를 보였으며, 림프관조영술을 이용한 추가 조사 결과 비정상적인 림프성 배액 양상이 확인되어 잠재적인 림프성 질환이 있음을 시사하여 추가적인 진단 평가가 필요합니다.","The patient presented with a palpable, non-tender mass in the axillary region, and further investigation using lymphoscintigraphy revealed the presence of abnormal lymphatic drainage patterns, suggesting a potential underlying lymphatic disorder requiring further diagnostic assessment.",환자는 경부 부위에 촉지 가능한 비편마비 종괴를 보였고 림프초음파 검사에서 이상적인 림프로동맥 유출 패턴이 나타나 잠재적 근본적인 린플로병을 요구하는 추가 진단 평가가 필요함을 보여주었다.
"말초혈액 도말 검사에서 림프구 수치 상승이 확인되었으며, 이는 환자의 지속적인 발열 및 림프절병증의 임상 양상과 함께 고려되었을 때 추가적인 진단 조사가 필요한 혈액학적 악성 종양의 가능성에 대한 우려를 제기했습니다.","The peripheral blood smear revealed an elevated lymphocyte count, which, when combined with the patient's clinical presentation of persistent fever and lymphadenopathy, raised concerns for a possible hematological malignancy requiring further diagnostic investigation.","주변 혈액 검사에서 림프구 수가 증가했으며, 이 증상은 지속적인 발열과 림프로병증을 가진 환자의 임상적 발표와 결합하여 추가 진단 조사를 요하는 가능한 혈관 악성 종양에 대한 우려를 제기했다."
"환자의 호흡기 증상과 고해상도 CT 소견은 림프구간질폐렴, LIP을 강력하게 시사하여, 다른 간질성 폐질환을 배제하기 위해 기관지폐포세척을 통한 추가 조사가 필요했습니다.","The patient's respiratory symptoms and high-resolution CT findings strongly suggested lymphoid interstitial pneumonia, LIP, necessitating further investigation with a bronchoalveolar lavage to rule out other interstitial lung diseases.",환자의 호흡기 증상과 고해상도 CT 소견은 림프구 간질성 폐렴(LIP)을 강하게 시사하여 다른 간질 성폐 질환을 배제하기 위해 기관지알비동 세척술에 의한 추가 조사가 필요했다.
"환자의 지속적인 림프절병증과 비장비대, 그리고 말초혈액 도말 검사에서 관찰된 비정상적인 림프구 수치는 림프구증식질환 가능성에 대한 우려를 불러일으켰으며, 양성 및 악성 원인을 구별하기 위해 골수 생검과 유세포 분석을 포함한 추가 조사가 필요했습니다.","The patient's persistent lymphadenopathy and splenomegaly, coupled with abnormal lymphocyte counts observed in peripheral blood smears, raised concerns for a possible lymphoproliferative disorder, necessitating further investigation including bone marrow biopsy and flow cytometry to differentiate between benign and malignant etiologies.",환자의 지속적인 림프절병증과 비장비대와 말초혈액 검사에서 관찰된 이상한 림프로밀도수치가 결합되어 유전성 림포확산질환 가능성을 우려시켜 골수생검 및 흐름세포량 분석을 포함하여 양성 및 악성 병인 차이를 구분하기 위해 추가 조사가 필요했다.
"염증 반응에 이어 조직 손상 부위에서 상당한 수의 대식세포 유입이 관찰되었으며, 이들 세포는 세포 잔해의 식균 작용과 조직 복구 및 재형성의 후속 단계를 조절하기 위한 사이토카인 분비에 적극적으로 참여했습니다.","Following the inflammatory response, a significant influx of macrophages was observed at the site of tissue injury, where these cells actively engaged in the phagocytosis of cellular debris and the secretion of cytokines to orchestrate the subsequent phases of tissue repair and remodeling.",염증 반응 후 조직 손상 부위에서 대식세포의 상당한 유입이 관찰되었으며 이 세포들은 세포 사멸과 사이토카인 분비를 통해 조직 재구성 및 리모델링의 이후 단계를 협동하는 포아고시스를 활발하게 수행했다.
"환자는 촉진 가능한 복부 종괴를 보였으며, 이는 양성 및 악성 원인을 구별하기 위해 영상 진단법을 이용한 추가 조사를 촉진시켰으며, 종괴의 크기, 위치, 그리고 주변 림프절병증과의 연관성을 고려했습니다.","The patient presented with a palpable abdominal mass, prompting further investigation with imaging modalities to differentiate between benign and malignant etiologies, considering its size, location, and association with any surrounding lymphadenopathy.",환자는 촉진된 복부 종괴로 진단되었으며 크기와 위치 및 주변 림프절병증과 관련하여 양성 및 악성 병인 사이의 차이를 구별하기 위해 영상 검사 모드를 사용한 추가 조사가 요구되었다.
"컴퓨터 단층 촬영 스캔 결과 종격(동) 구역 내에 큰 종괴가 발견되었으며, 해당 해부학적 영역의 구조물에서 발생한 잠재적 악성 종양 또는 양성 종양에 대한 우려를 제기했습니다.","The computed tomography scan revealed a large mass within the mediastinal compartment, raising concerns for a potential malignancy or benign tumor originating from the structures in that anatomical region.",컴퓨터 단층 촬영 검사에서 중간부 구역 내에 큰 종괴가 발견되어 그 해부학적 부위의 구조로부터 잠재적인 악성종양 또는 양성 종양이 있을 가능성이 우려된다.
흉부 엑스레이에서 종격(동)이 넓어진 것이 확인되어 종격(동) 공간 내의 잠재적인 종괴 또는 혈관 이상을 평가하고 상대정맥 증후군의 다른 원인을 배제하기 위해 CT 스캔을 이용한 추가 조사가 필요했습니다.,"The chest X-ray revealed a widened mediastinum, prompting further investigation with a CT scan to assess for potential masses or vascular abnormalities within the mediastinal space, as well as to rule out other causes of superior vena cava syndrome.","흉부 엑스레이 촬영에서 확장된 중격을 보였고, 이는 상정맥 협착증의 다른 원인을 배제하고 미들라스트 공간 내 종괴 또는 혈관 이상 여부를 평가하기 위해 CT 스캔으로 추가 조사를 유도했다."
환자의 폐 조직에서 관찰된 만성 염증 및 후속 섬유화는 막성세기관지의 상당한 협착을 초래하여 기류에 영향을 미치고 환자의 호흡 곤란을 유발하는 원인이 되었습니다.,"The chronic inflammation and subsequent fibrosis observed in the patient's lung tissue led to significant narrowing of the membranous bronchiole, thereby impacting airflow and contributing to the patient's respiratory distress.",환자의 폐 조직에서 관찰된 만성 염증과 그에 따른 섬유화는 막상 기관지의 현저한 협착을 초래하여 공기의 흐름이 저하되고 환자 호흡 곤란에 영향을 미쳤다.
"흉부 고해상도 컴퓨터 단층 촬영에서 다수의 폐 미세결절이 발견되었으며, 일부는 간유리 음영을 보였고, 초기 단계의 선암종 또는 육아종성 질환과 같은 양성 및 악성 원인을 구별하기 위한 추가적인 조사가 필요했습니다.","High-resolution computed tomography of the chest revealed multiple pulmonary micronodules, some with a ground-glass appearance, necessitating further investigation to differentiate between benign and malignant etiologies, such as early-stage adenocarcinoma or granulomatous disease.",고해상도 흉부 컴퓨터 단층 촬영에서 다발성 폐 미세 결절이 관찰되었으며 일부는 지면 유리 현상을 보였기 때문에 조기에 발생한 선암종 또는 육아 종질 질환과 같은 양성 및 악성 병인 간격을 구별하기 위해 추가 조사 필요하다.
"흉부 방사선 촬영 결과, 양쪽 폐야 전체에 걸쳐 분포된 수많은 작고 뚜렷한 결절로 특징지어지는 속립양상이 확인되었으며, 이는 감염 과정의 혈행성 파종 또는 전신 육아종성 질환을 시사하는 소견입니다.","Chest radiography revealed a miliary pattern characterized by numerous, small, discrete nodules distributed throughout both lung fields, a finding suggestive of hematogenous dissemination of an infectious process or a systemic granulomatous disease.",흉부 방사선 촬영에서 양측 폐 전반에 걸쳐 분포한 수많은 소형의 격리된 결절로 특징지어진 군집 패턴이 관찰되었으며 이는 감염 과정 또는 전신 육아종성 질환의 혈행 확산을 시사하는 결과이다.
"환자의 심초음파 검사 결과, 승모판 면적 감소와 판막을 가로지르는 압력 기울기로 특징지어지는 심한 승모판협착(증)이 확인되었으며, 이는 호흡곤란 및 피로 증상을 유발하여 경피적 풍선 판막 성형술을 고려해야 할 필요성을 보여주었습니다.","The patient's echocardiogram revealed severe mitral stenosis, characterized by a reduced mitral valve area and a pressure gradient across the valve, leading to symptoms of dyspnea and fatigue, and necessitating consideration for percutaneous balloon valvuloplasty.","환자의 심초음파 검사에서 중증의 대동맥 협착이 발견되었으며, 이는 경도 감소와 문맥 내 압력 그라데이션을 특징으로 하며 호흡곤란과 피로 증상이 발생하여 수술적 풍선 관절 성형에 대한 고려가 필요하다."
"흉부 고해상도 컴퓨터 단층 촬영 결과, 폐 밀도가 다른 영역으로 특징지어지는 모자이크감쇄양상이 관찰되었으며, 이는 소기도 질환 또는 간질성 폐 질환에 대한 의심을 불러일으켰습니다.","High-resolution computed tomography of the chest revealed a mosaic attenuation pattern, characterized by areas of differing lung density, raising suspicion for small airway disease or interstitial lung process.","고해상도 흉부 컴퓨터 단층 촬영에서 모자이크 감쇠 패턴이 나타났으며, 이에 해당하는 폐 밀도의 차이가 있는 영역으로 특징지어져 작은 기관지 질환 또는 간질성 폐 과정의 의심을 제기한다."
"혈관조영술에서 해당 뇌 영역에 모자이크저(폐)관류가 나타났으며, 이는 미세혈관 기능 장애 또는 국소적인 염증 과정을 시사할 수 있는 불균일한 혈류 감소 패턴을 의미했습니다.","The angiogram demonstrated a mosaic oligemia in the affected cerebral region, suggesting a heterogeneous pattern of reduced blood flow that could be indicative of microvascular dysfunction or a localized inflammatory process.","angiogram에서 영향을 받은 뇌 영역의 모자이크 경색증이 나타났으며, 미세혈관 기능 장애 또는 국소 염증 과정에 대한 혈류 감소를 시사하는 이질적인 패턴을 암시한다."
"흉부 고해상도 컴퓨터 단층촬영 스캔에서 모자이크(폐)관류 양상이 확인되었으며, 이는 소기도 질환 또는 폐혈관 폐쇄를 암시하는 혈관 분포가 증가한 부위와 감소한 부위가 모두 있는 이질적인 폐 감쇠를 나타냅니다.","The high-resolution computed tomography scan of the chest revealed a mosaic perfusion pattern, indicating heterogeneous lung attenuation with areas of both increased and decreased vascularity, suggestive of small airway disease or pulmonary vascular obstruction.","흉부 고해상도 컴퓨터 단층 촬영 검사에서 모자이크 공급 패턴이 나타났으며, 이로 인한 다공성 폐 감쇠와 증가된 혈관 및 저혈류 부위가 있는 것으로 보아 소기관 질환 또는 폐동맥 장애를 시사한다."
"환자의 영상 검사 결과 기관지 내에 상당한 점액박힘이 확인되었고, 이는 원위부 무기폐를 유발하여 폐쇄된 기도를 청소하기 위한 적극적인 폐 세척이 필요했습니다.","The patient's imaging revealed a significant mucoid impaction within the bronchial tree, leading to distal atelectasis and requiring aggressive pulmonary toilet to clear the obstructed airways.",환자의 영상 검사에서 기관지 나무 내에 유의미한 점액 충격이 발생하여 원위부 폐기종과 함께 막힌 기도 청소를 위해 적극적인 폐 소화가 필요했다.
"생검 결과, 관상 및 포상 패턴으로 배열된 종양 세포와 함께 두드러진 선 구조를 나타내는 잘 분화된 선암종이 확인되었으며, 이는 종종 점액샘에서 유래된 세포내 점액 생성을 보였습니다.","The biopsy revealed a well-differentiated adenocarcinoma, exhibiting a prominent glandular architecture with neoplastic cells arranged in tubular and acinar patterns, frequently showing intracellular mucin production derived from the mucous gland.","비정형 조직 검사에서 잘 분화된 선암종이 관찰되었으며, 신경 세포가관과 유두 패턴으로 배열되어 있고 종양성 세포의 과립 구조를 보이며 점점 더 많은 내세포 점액 생성을 보여주었다."
"환자는 발에 만성적인 피하 부종을 보였으며, 처음에는 단순 농양으로 의심되었으나, 추가 검사 결과 진균종의 특징인 과립과 배액 동공이 확인되어 확진과 적절한 항진균 치료를 위해 심부 조직 생검이 필요했습니다.","The patient presented with a chronic subcutaneous swelling on the foot, initially suspected to be a simple abscess, but further investigations revealed the presence of granules and draining sinuses characteristic of mycetoma, necessitating a deep tissue biopsy for definitive diagnosis and appropriate antifungal therapy.",English: 환자는 발에 만성 피하 부종으로 진단되었으며 초기에는 간단한 농양이라고 의심했지만 추가 조사에서 곤충의 특징이 있는 유산균을 드러내어 확진과 적절한 항생제 치료를 위해 심층 조직 생검 필요했다.
"촉진 가능한 종괴나 의심스러운 석회화와 동반되지 않은 유방 조직 밀도의 경미한 비대칭은 병리학적 과정의 지표라기보다는 정상변이로 판단되었으며, 따라서 일상적인 감시 외에 추가적인 진단적 개입이 필요하지 않았습니다.","The observed mild asymmetry in breast tissue density, without any associated palpable mass or suspicious calcifications, was determined to be a normal variant rather than indicative of a pathological process, and thus did not warrant further diagnostic intervention beyond routine surveillance.",관찰된 유방 조직 밀도에서의 경미한 비대칭은 연관되는 촉진 질량이나 의심스러운 석회화 없이 병리학적 과정을 나타내는 것이 아니라 정상적인 변형으로 판단되어 일상적인 감시를 넘어서 추가 진단 개입을 필요로 하지 않는 것으로 결정되었다.
"부검 중 광범위한 췌장 조직 괴사가 관찰되었으며, 이는 환자의 갑작스러운 기능 저하 및 후속적인 다발성 장기 부전의 원인이 되었을 가능성이 있는 심각한 염증 과정을 나타냅니다.","Extensive necrosis of the pancreatic tissue was observed during the autopsy, indicating a severe inflammatory process that likely contributed to the patient's sudden decompensation and subsequent multiorgan failure.",복막 조직의 광범위한 괴사가 관찰되었으며 이는 환자의 갑작스러운 탈수 및 후속 다기관 기능부전에 기여했을 만큼 심각한 염증 과정을 나타냈다는 것을 암시한다.
"초음파 검사 결과 결절양상을 보이는 종괴가 발견되어 단순 낭종보다는 신생물성 과정의 가능성이 제기되었으며, 기저 병리를 확인하기 위해 생검을 통한 추가 조사가 권장되었습니다.","The ultrasonography revealed a mass with a nodular pattern, raising suspicion for a neoplastic process rather than a simple cyst, and further investigation with a biopsy was recommended to determine the underlying pathology.",초음파 검사에서 결절형 양상을 보이는 종괴가 관찰되었으며 단순 낭종보다는 신생물학적 과정을 의심하게 되었고 그 근본 병리학을 확인하기 위해 생검에 대한 추가 조사가 권장되었다.
"일상적인 흉부 방사선 촬영에서 우연히 발견된 단독 폐 결절은 크기, 형태 및 밀도를 평가하기 위해 컴퓨터 단층 촬영을 통한 추가 조사가 필요하며, 이는 양성 병변과 잠재적으로 악성인 (폐)결절을 구별하는 데 중요합니다.","A solitary pulmonary nodule, detected incidentally on a routine chest radiograph, requires further investigation through computed tomography to assess its size, morphology, and density, which are crucial in differentiating a benign lesion from a potentially malignant (lung) nodule.","정기적인 흉부 방사선 촬영에서 우연히 발견된 단일 폐 결절은 크기, 형태 및 밀도를 평가하기 위해 컴퓨터단층촬영을 통해 추가 조사해야 하며 이들은 양성 병변과 잠재적으로 악성(폐)의 결절의 구별에 중요하다."
"고해상도 컴퓨터 단층촬영 결과, 하부 폐 영역에서 주로 나타나는 반점 모양의 간유리 음영과 망상 이상으로 특징지어지는 비특이간질폐렴(NSIP)과 일치하는 소견이 확인되었으며, 다른 간질성 폐 질환과의 감별을 위해 추가적인 조사가 필요합니다.","High-resolution computed tomography revealed findings consistent with nonspecific interstitial pneumonia, NSIP, characterized by patchy ground-glass opacities and reticular abnormalities predominantly in the lower lung zones, requiring further investigation to differentiate it from other interstitial lung diseases.",고해상도 컴퓨터 단층 촬영에서 비특이성 간질성 폐렴인 NSIP의 특징을 가진 패치형 지유리 투명 및 주로 하부 폐 영역에 있는 망막 이상 소견과 일치하는 소견이 나타났으며 추가적인 조사가 다른 간질 성폐 질환과의 차별화를 위해 필요하다.
"흉부 엑스레이에서 우측 폐야에 방사성비투과성 증가가 확인되었으며, 이는 폐경화 또는 체액 축적 가능성을 시사하여, 근본적인 원인을 파악하기 위한 추가적인 진단 영상 검사가 필요했습니다.","The chest X-ray revealed an increased (radio)opacity in the right lung field, suggesting a possible consolidation or fluid accumulation, which necessitated further diagnostic imaging to determine the underlying etiology.",흉부 엑스레이 촬영에서 우측 폐장에 증가된 방사선 밀도가 관찰되어 합병증이나 액체 축적 가능성을 시사하여 기저 병인 파악을 위해 추가적인 진단 영상이 필요하였다.
"환자의 흉부 CT 스캔 결과, 반점상의 경화 및 간유리 음영으로 특징지어지는 기질화폐렴과 일치하는 소견이 발견되었으며, 이는 감염성 및 비감염성 원인을 모두 포함하는 감별 진단을 필요로 했습니다.","The patient's chest CT scan revealed findings consistent with organizing pneumonia, characterized by patchy areas of consolidation and ground-glass opacities, leading to a differential diagnosis that included both infectious and non-infectious etiologies.","환자의 흉부 CT 스캔에서 조직성 폐렴과 일치하는 소견이 발견되었으며, 이를 특징으로 하는 패치 영역의 강화 및 지면 유리체가 감염성 및 비감염성 병인 모두를 포함한 차등 진단을 초래하였다."
"환자의 고해상도 CT 스캔 결과, 이차 폐소엽 전체에 걸쳐 폐포의 균일한 파괴로 특징지어지는 미만성 범소엽 페기종이 확인되었으며, 이는 국소적인 중심세엽 페기종과는 구별되는 양상으로, 기저 원인으로 가능한 알파-1 항트립신 결핍을 시사합니다.","The patient's high-resolution CT scan revealed diffuse panlobular emphysema, characterized by the uniform destruction of alveoli throughout the secondary pulmonary lobule, a pattern distinct from the more localized centriacinar emphysema, suggesting a possible alpha-1 antitrypsin deficiency as the underlying etiology.",환자의 고해상도 전산화 단층 촬영에서 2차 폐엽의 균일한 폐포 파괴로 특징지어진 확산성 다발성 폐기종이 관찰되었으며 이는 더 국소적인 중심세포내막증과는 다른 양상을 보이며 알파-1 항트립신 결핍을 유추할 수 있는 기저 병인으로 제시되었다.
"흉부 방사선 촬영에서 대동맥주위선의 확장 소견이 나타나고, 종격동 침범의 임상적 징후와 함께 나타나 림프절병증이나 대동맥 박리와 같은 기저 병리를 배제하기 위해 CT 촬영을 통한 추가 조사를 촉구했습니다.","The presence of a widened paraaortic line on chest radiography, in conjunction with clinical signs of mediastinal involvement, prompted further investigation with CT imaging to rule out underlying pathologies such as lymphadenopathy or aortic dissection.",흉부 방사선 촬영에서 확장된 대동맥 주위 선의 존재와 함께 중격 침범 증상이 동반되어 림프절병증이나 대동막 분리 등 기저 병변이 배제될 수 있도록 CT 영상으로 추가 조사를 시행하였다.
"고해상도 CT 스캔에서 흉막 및 소엽간 중격에 인접한 공기 공간을 특징으로 하며, 종종 상엽에 호발하고 유의미한 소엽중심 침범이 없는 중격주위/말단세엽폐기종과 일치하는 소견이 확인되었으며, 이는 다른 형태의 폐기종과는 구별됩니다.","The high-resolution CT scan revealed findings consistent with paraseptal/distal acinar emphysema, characterized by airspaces adjacent to the pleura and interlobular septa, often with a predilection for the upper lobes and without significant centrilobular involvement, which is distinct from other forms of emphysema.","고해상도 CT 스캔에서 천공/원위세포 폐기종과 일치하는 소견이 나타났으며, 이는 흉막 및 간엽간 분절에 인접한 기공으로 특징지어지고 상부엽에 대한 선호가 있으며 중격성 침범은 크게 없는 것으로 다른 형태의 폐기증과 구별된다."
"정면 흉부 X선 사진에서 왼쪽 척추주위선을 따라 미묘한 불투명도가 나타났으며, 이는 종격동 종괴 또는 흉막 이상 가능성을 시사하여 컴퓨터 단층 촬영을 통한 추가 조사가 필요했습니다.","The anteroposterior chest radiograph demonstrated a subtle opacity along the left paraspinal line, raising suspicion for a possible mediastinal mass or pleural abnormality, which warranted further investigation with computed tomography.",앞후측 흉부 방사선 촬영에서 좌측 척추 후방 선상에 미묘한 연막이 보이며 가능성 있는 중격 종괴 또는 기흉 이상의 의심을 불러일으키고 컴퓨터 단층촬영으로 추가 조사가 필요했다.
"흉부 X선 검사에서 기관주위 띠음영의 확장이 관찰되어, 종격동 림프절병증이나 기관 인접 구조물에 영향을 미치는 다른 질환을 배제하기 위한 추가 검사가 필요하게 되었습니다.","The chest X-ray revealed a widening of the paratracheal stripe, prompting further investigation to rule out mediastinal lymphadenopathy or other conditions affecting the structures adjacent to the trachea.",흉부 엑스레이 촬영에서 기관주위 줄기가 확장되었고 이로 인해 기관 주변 구조에 영향을 미치는 중간 림프절증 또는 기타 조건을 배제하기 위해 추가 조사가 필요했다.
"흉부 CT 스캔에서 흉막에서 폐실질로 확장되는 선형 불투명도인 폐실질 띠가 발견되었으며, 이는 이전의 염증이나 흉터의 가능성을 시사했습니다.","The chest CT scan revealed the presence of a (pulmonary) parenchymal band, a linear opacity extending from the pleura into the lung parenchyma, which suggested the possibility of previous inflammation or scarring.","흉부 CT 스캔에서 흡인성 기관지의 실질 밴드가 발견되었으며, 이들은 흉막으로부터 폐실질로 확장되는 선형 불투명성을 나타내며 이전 염증이나 스크래닝 가능성이 있음을 시사했다."
"흉부 CT 스캔에서 폐실질 뒤틀림이 심하게 나타났으며, 이는 구조적 파괴와 견인성 기관지확장증으로 특징지어졌고, 기저에 있는 간질성 폐 질환에 대한 우려를 높였습니다.","The chest CT scan revealed significant (lung) parenchymal distortion, characterized by architectural disruption and traction bronchiectasis, raising concerns for underlying interstitial lung disease.",흉부 CT 스캔에서 건전성 구조 분리 및 인장 기관지 확장을 특징으로 하는 유의미한 폐 실질 변형이 나타났으며 이는 근본적인 간질성 폐 질환에 대한 우려를 제기한다.
"환자의 흉통은 벽측흉막의 염증으로 인한 것으로 판단되었으며, 이는 흉막 비후 및 소량의 흉막 삼출을 보여주는 영상 검사 결과로 확인되었습니다.","The patient's chest pain was attributed to inflammation of the parietal pleura, which was confirmed by imaging studies showing pleural thickening and a small pleural effusion.",환자의 흉통은 흉막의 염증으로 인한 것으로 확인되었으며 흉부 촬영 검사에서 흉 막이 두꺼워지고 작은 흉수가 있는 것을 보여준다.
"흉부 CT 스캔 결과, 우상엽에서 간유리음영 성분과 고형 성분으로 특징지어지는 1.5cm 크기의 부분고형결절이 발견되었으며, 이는 잠재적인 악성 과정을 시사하여 3개월 후 추적 CT 검사를 통한 추가 조사가 필요합니다.","The chest CT scan revealed a 1.5 cm part-solid nodule in the right upper lobe, characterized by a ground-glass opacity component and a solid component, raising suspicion for a potentially malignant process requiring further investigation with a follow-up CT in three months.","흉부 CT 스캔에서 우상엽에 1,500㎛ 부분 고형 결절이 지하 유리 투명성 성분과 고체 성분으로 특징지어져 잠재적으로 악성 과정을 의심하여 3개월 후 추적 관찰을 위한 추가 조사가 필요하다."
"흉부 X선 검사 결과, 좌하엽에서 수동(성)무기폐의 증거가 확인되었는데, 이는 아마도 폐실질을 압박하고 호흡 중 정상적인 팽창을 방해하는 다량의 흉막 삼출액에 이차적인 것으로 보입니다.","The chest X-ray revealed evidence of passive atelectasis in the left lower lobe, likely secondary to a large pleural effusion that was compressing the lung parenchyma and impeding normal expansion during respiration.",흉부 엑스레이에서 좌측 하엽의 수동적 폐기종 증거가 나타났으며 이는 호흡 중 정상적인 확장에 방해되는 대량 흉막 삼출물로 인한 것으로 보인다.
"피부과 검사 결과, 환자의 몸통 전체에 걸쳐 다양한 피부 영역에서 다양한 정도의 침범을 동반한 잠재적인 염증 과정을 시사하는 홍반성 반점과 구진이 반점형으로 분포되어 있는 것이 확인되었습니다.","The dermatological examination revealed a patchy distribution of erythematous macules and papules across the patient's trunk, suggesting a potential inflammatory process with a varied degree of involvement in different skin regions.",피부학적 검사에서 환자의 가슴에 홍반성 반점과 구진이 불규칙하게 분포되어 다양한 피부 부위의 침범 정도가 다양할 수 있는 잠재적인 염증 과정으로 보인다.
"면역조직화학적 염색 양상은 특정 표지자의 독특한 발현을 보여주었으며, 이는 양성 종양에서 관찰되는 전형적인 양상과는 상당히 달랐고, 악성 변형 가능성을 시사하여 세포 기원과 경로에 대한 추가 조사가 필요하게 되었습니다.","The immunohistochemical staining pattern revealed a unique expression of specific markers, deviating significantly from the typical pattern observed in benign tumors, suggesting a potential for malignant transformation and necessitating further investigation into its cellular origin and pathways.",임모노히스토화학적 염색 패턴은 특정 마커의 독특한 표현을 나타내며 양성 종양에서 관찰되는 일반적인 패턴과 상당하게 차이가 있어 악성 변형 가능성을 시사하며 세포 기원 및 경로에 대한 추가 조사가 필요하다.
